timestamp,mode,strategy,tradable,call_price,put_price,future_price,strike,raw_gap,gross_edge_usd,fees_usd,slippage_usd,net_edge_usd,net_edge_inr,action_taken,call_side,put_side,future_side
2026-08-22T08:50:29.944901+00:00,dry_run,reversal,False,12157.40000001,0.1,77143.31015655,65000,13.9898,0.01399,0.084858,0.007,-0.077868,-6.502,SKIPPED,SELL,BUY,BUY
2026-08-22T08:55:41.403184+00:00,dry_run,reversal,False,12190.1,0.1,77176.51912442,65000,13.4809,0.013481,0.084894,0.007,-0.078413,-6.5475,SKIPPED,SELL,BUY,BUY
2026-08-22T09:00:53.373567+00:00,dry_run,reversal,False,12205.8,0.1,77192.86845048,65000,12.8315,0.012832,0.084912,0.007,-0.079081,-6.6032,SKIPPED,SELL,BUY,BUY
2026-08-22T09:06:03.740406+00:00,dry_run,reversal,False,12136.5,0.1,77111.82880155,65000,24.5712,0.024571,0.084823,0.007,-0.067252,-5.6155,SKIPPED,SELL,BUY,BUY
2026-08-22T09:11:15.945643+00:00,dry_run,reversal,False,12259.6,0.1,77249.61351562,65000,9.8865,0.009886,0.084975,0.007,-0.082088,-6.8544,SKIPPED,SELL,BUY,BUY
2026-08-22T09:16:26.495783+00:00,dry_run,reversal,False,12339.1,0.1,77322.08217731,65000,16.9178,0.016918,0.085054,0.007,-0.075136,-6.2739,SKIPPED,SELL,BUY,BUY
2026-08-22T09:21:37.746567+00:00,dry_run,reversal,False,12304.2,0.1,77284.25753044,65000,19.8425,0.019842,0.085013,0.007,-0.07217,-6.0262,SKIPPED,SELL,BUY,BUY
2026-08-22T09:26:49.291642+00:00,dry_run,reversal,False,12243.1,0.1,77221.5623866,65000,21.4376,0.021438,0.084944,0.007,-0.070506,-5.8873,SKIPPED,SELL,BUY,BUY
2026-08-22T09:32:03.036352+00:00,dry_run,reversal,False,12212.4,0.1,77198.22908146,65000,14.0709,0.014071,0.084918,0.007,-0.077847,-6.5002,SKIPPED,SELL,BUY,BUY
