timestamp,equity
1767348000,413.03
1767355200,911.43
1767362400,1037.45
1767369600,2001.89
1767441600,6574.57
1767528000,12304.92
1767535200,12748.38
1767542400,13649.98
1767614400,19469.28
1767621600,18501.49
1767686400,22470.83
1767700800,22013.03
1767708000,22674.85
1767715200,23349.77
1767736800,24730.48
1767780000,22220.62
1767787200,21531.7
1767873600,25875.11
1767895200,23477.88
1767960000,24607.41
1767967200,25502.09
1768046400,29700.53
1768132800,33844.87
1768212000,37264.1
1768219200,37745.95
1768226400,38106.51
1768233600,35250.7
1768305600,38118.26
1768312800,38846.28
1768320000,40815.05
1768392000,42978.72
1768449600,47353.16
1768478400,47552.89
1768485600,47419.57
1768492800,48201.78
1768564800,51364.53
1768572000,51715.88
1768651200,54892.37
1768658400,55078.87
1768737600,58475.91
1768824000,62589.94
1768910400,66494.93
1768917600,67191.83
1768975200,70207.87
1769025600,65349.39
1769342400,66763.7
1769349600,66463.19
1769356800,67712.81
1769392800,70015.33
1769551200,67182.29
1769688000,68612.36
1769695200,68547.04
1769702400,70124.64
1769774400,72053.96
1769781600,73271.43
1769803200,69194.69
1769947200,70855.16
1770033600,75189.02
1770040800,74046.07
1770156000,71582.76
1770292800,73397.37
1770357600,75153.71
1770552000,65695.8
1770667200,61257.99
1770732000,59656.43
1770811200,62602.81
1770897600,63248.87
1770904800,62392.07
1770984000,58187.48
1770991200,57945.77
1771243200,60410.69
1771329600,64539.65
1771336800,63861.2
1771416000,66374.39
1771423200,67130.94
1771502400,69889.84
1771552800,69346.87
1771668000,68650.54
1771833600,71606.18
1771934400,74375.64
1771956000,72042.18
1772107200,71931.27
1772193600,74502.69
1772200800,74444.89
1772208000,75554.76
1772280000,78536.99
1772287200,74815.02
1772452800,76324.45
1772467200,63831.0
1772532000,53688.65
1772625600,56310.69
1772712000,58698.85
1772719200,57115.8
1772733600,50105.34
1773036000,43947.75
1773230400,45874.17
1773237600,41616.05
1773252000,40013.93
1773489600,42237.46
1773568800,41704.5
1773662400,44572.53
1773669600,46876.97
1773727200,48759.26
1773993600,48141.83
1774180800,49815.79
1774245600,50155.92
1774418400,49038.28
1774526400,50653.53
1774533600,49588.7
1774612800,52404.97
1774699200,54336.15
1774706400,52288.32
1774713600,51763.27
1774843200,48694.98
1774922400,47013.6
1774958400,45130.87
1774987200,42308.46
1775131200,44097.33
1775138400,44357.58
1775145600,42062.19
1775203200,43409.33
1775390400,43472.41
1775404800,42867.4
1775563200,45500.54
1775570400,46145.62
1775592000,44663.26
1775649600,46907.09
1775656800,47139.9
1775692800,46685.93
1775822400,49147.45
1775908800,54088.04
1775916000,53503.01
1775959200,50994.57
1776168000,55238.39
1776175200,58017.92
1776196800,54273.04
1776340800,55890.92
1776348000,52720.5
1776427200,55500.95
1776513600,59014.78
1776686400,59916.49
1776693600,60766.29
1776772800,64933.15
1776794400,62189.73
1776859200,64267.44
1776916800,65068.14
1777032000,66613.52
1777118400,69058.38
1777125600,69674.85
1777132800,68715.36
1777204800,74592.79
1777269600,76247.37
1777464000,79180.82
1777471200,76378.59
1777636800,78963.2
1777644000,81543.35
1777723200,83774.57
1777809600,88935.62
1777816800,89533.2
1777896000,93919.75
1777982400,96655.71
1777989600,98082.54
1778068800,101744.03
1778076000,97932.97
1778083200,98895.99
1778119200,98126.11
1778414400,103110.71
1778450400,104053.45
1778472000,100198.28
1778558400,99150.2
1778673600,97989.01
1778680800,94858.22
1778824800,94972.99
1779019200,94867.85
1779026400,95860.72
1779105600,100400.14
1779192000,104007.7
1779271200,104595.89
1779372000,105205.28
1779379200,105441.46
1779386400,103935.18
1779537600,108050.02
1779544800,107117.21
1779552000,106353.09
1779688800,105283.49
1779796800,105770.85
1779804000,106059.45
1779811200,107812.57
1779883200,111065.03
1779890400,112984.36
1779969600,115319.0
1779976800,116976.02
1780056000,118735.77
1780063200,120043.49
1780077600,118250.13
1780315200,120009.38
1780322400,121396.68
1780401600,124259.29
1780488000,126893.23
1780574400,131083.92
1780660800,133584.62
1780747200,136344.92
1780819200,132925.3
1781092800,134959.13
1781107200,130336.97
1781438400,132014.85
1781445600,131511.21
1781460000,129410.2
1781524800,132240.03
1781589600,134167.04
1781726400,129300.37
1781956800,132064.46
1782043200,136870.88
1782086400,134249.52
1782129600,136001.15
1782165600,136114.3
1782302400,137821.62
1782309600,139830.22
1782338400,140896.23
1782475200,140507.08
1782482400,136530.87
1782561600,138947.59
1782576000,137310.5
1782734400,138703.3
1782741600,140189.86
1782756000,137123.98
1782820800,138113.06
1782907200,141217.69
1782914400,138238.44
1783166400,140142.93
1783173600,141169.93
1783252800,144692.86
1783332000,148473.48
1783396800,149063.62
1783476000,145752.3
1783684800,149437.51
1783692000,150264.06
1783771200,153137.93
1783814400,153097.89
1784116800,159014.68
1784188800,159927.11
1784376000,162654.34
1784462400,167953.7
1784469600,168546.04
1784527200,169291.19
1784635200,172521.11
1784642400,174634.36
1784700000,174423.8
1784894400,174656.24
1784901600,168827.29
1785067200,170741.97
1785074400,171341.03
1785153600,177116.46
1785160800,178166.11
1785168000,174871.86
1785326400,178586.67
1785333600,179735.94
1785355200,176110.84
1785412800,177319.82
1785484800,177450.9
1785585600,178635.18
1785643200,179223.66
1785758400,181381.17
1785765600,178570.11
1786096800,177960.01
1786363200,179146.07
1786449600,183090.07
1786528800,186195.96
1786622400,188422.42
1786708800,192932.16
1786716000,193857.37
1786795200,195730.99
1786802400,196011.03
1786809600,196492.66
1786881600,199222.24
1786888800,199440.98
1786896000,199745.14
1786939200,200211.93
1787140800,200238.78
1787148000,198607.93
1787227200,202701.83
1787313600,206451.9
1787320800,208162.76
1787328000,208921.0
1787400000,212185.92
1787464800,210722.61
1787572800,213292.88
1787580000,214353.97
1787587200,216143.39
1787659200,218741.68
1787911200,220661.33
1788112800,221687.38
