entry_timestamp,exit_timestamp,signal,option_type,strike,expiry,entry_premium,exit_premium,quantity,gross_pnl,fees,net_pnl,holding_time_hours,exit_reason,data_mode,cumulative_pnl
1736517600,1736596800,BUY,put,93100,2025-01-11,943.6878499999999,82.82204999999999,670,576.78,12.48,564.3,22.0,expired_settlement,reconstructed,13031.16
1736596800,1736604000,BUY,put,94050,2025-01-11,297.79355000000004,286.03305,694,8.16,13.05,-4.89,2.0,expired_settlement,reconstructed,13026.27
1736604000,1736611200,BUY,put,94050,2025-01-11,283.18695,141.89595,694,98.06,13.05,85.0,2.0,expired_settlement,reconstructed,13111.27
1736611200,1736683200,BUY,put,93100,2025-01-12,586.48285,140.38845,687,306.47,12.79,293.67,20.0,expired_settlement,reconstructed,13404.94
1736683200,1736690400,BUY,put,94050,2025-01-12,439.9094,190.35705,687,171.44,12.92,158.52,2.0,expired_settlement,reconstructed,13563.46
1736690400,1736755200,BUY,put,93100,2025-01-13,546.56345,472.5108,688,50.95,12.81,38.14,18.0,supertrend_reversal,reconstructed,13601.6
1736755200,1736769600,SELL,call,94050,2025-01-13,457.5209,2.338101858647803,518,235.78,9.74,226.04,4.0,expired_settlement,reconstructed,13827.64
1736769600,1736776800,SELL,call,90900,2025-01-13,461.82925,504.05775,536,-22.63,9.74,-32.38,2.0,expired_settlement,reconstructed,13795.26
1736776800,1736805600,SELL,call,92700,2025-01-14,500.1268,1874.2092109406772,525,-721.39,9.73,-731.13,8.0,supertrend_reversal,reconstructed,13064.13
1736805600,1736856000,BUY,put,92150,2025-01-14,274.0628,0.14070000000000002,709,194.21,13.07,181.14,14.0,expired_settlement,reconstructed,13245.27
1736856000,1736863200,BUY,put,95950,2025-01-14,294.72895,271.5912,680,15.73,13.05,2.68,2.0,expired_settlement,reconstructed,13247.95
1736863200,1736870400,BUY,put,95950,2025-01-14,268.8888,103.86675,682,112.55,13.09,99.46,2.0,expired_settlement,reconstructed,13347.41
1736870400,1736942400,BUY,put,95000,2025-01-15,559.97605,59.66685,675,337.71,12.83,324.88,20.0,expired_settlement,reconstructed,13672.29
1736942400,1737028800,BUY,put,95950,2025-01-16,873.28165,4.279429223149749,654,568.33,12.55,555.78,24.0,expired_settlement,reconstructed,14228.07
1737165600,1737180000,BUY,put,102900,2025-01-18,432.97425,883.8874500000001,630,-284.08,12.97,-297.04,4.0,supertrend_reversal,reconstructed,13931.03
1737216000,1737288000,BUY,put,102900,2025-01-19,581.7864500000001,115.50465000000001,624,290.96,12.84,278.12,20.0,expired_settlement,reconstructed,14209.15
1737288000,1737295200,BUY,put,103950,2025-01-19,391.18424999999996,122.98185000000001,625,167.63,12.99,154.63,2.0,expired_settlement,reconstructed,14363.78
1737295200,1737324000,BUY,put,103950,2025-01-20,842.765,1216.8741,608,-227.46,12.64,-240.1,8.0,supertrend_reversal,reconstructed,14123.68
1737360000,1737374400,BUY,put,106050,2025-01-20,330.7181,43.300200687576975,615,176.76,13.04,163.72,4.0,expired_settlement,reconstructed,14287.4
1737374400,1737381600,BUY,put,107800,2025-01-20,387.12465,382.06080000000003,603,3.05,13.0,-9.95,2.0,expired_settlement,reconstructed,14277.45
1737381600,1737388800,BUY,put,107800,2025-01-20,378.2592,2814.0238658870376,604,-1471.2,13.02,-1484.22,2.0,expired_settlement,reconstructed,12793.23
1737482400,1737547200,BUY,put,103950,2025-01-22,401.7412,178.04579999999999,625,139.81,12.99,126.82,18.0,expired_settlement,reconstructed,12920.05
1737547200,1737554400,BUY,put,105000,2025-01-22,534.0364000000001,1088.7466499999998,613,-340.04,12.87,-352.91,2.0,expired_settlement,reconstructed,12567.14
1737554400,1737561600,BUY,put,103950,2025-01-22,406.75600000000003,214.9695,624,119.67,12.97,106.7,2.0,expired_settlement,reconstructed,12673.84
1737561600,1737597600,BUY,put,103950,2025-01-23,1134.01145,1572.1817999999998,597,-261.59,12.41,-274.0,10.0,supertrend_reversal,reconstructed,12399.84
1737648000,1737669600,BUY,put,102900,2025-01-24,399.59200000000004,1009.5627,631,-384.89,12.99,-397.88,6.0,supertrend_reversal,reconstructed,12001.96
1737741600,1737806400,BUY,put,103950,2025-01-25,344.3098,298.81665,627,28.52,13.04,15.49,18.0,expired_settlement,reconstructed,12017.45
1737806400,1737813600,BUY,put,103950,2025-01-25,295.84335,188.6586,629,67.42,13.08,54.34,2.0,expired_settlement,reconstructed,12071.79
1737813600,1737892800,BUY,put,103950,2025-01-26,954.0259000000001,254.2851,604,422.64,12.56,410.09,22.0,expired_settlement,reconstructed,12481.88
1737892800,1737900000,BUY,put,103950,2025-01-26,251.75490000000002,129.56459999999998,631,77.1,13.12,63.98,2.0,expired_settlement,reconstructed,12545.86
1737900000,1737936000,BUY,put,103950,2025-01-27,855.25225,1854.4260000000002,607,-606.5,12.62,-619.12,10.0,supertrend_reversal,reconstructed,11926.74
1737986400,1737993600,BUY,put,100000,2025-01-27,252.86929999999998,22.2909,655,151.03,13.1,137.93,2.0,expired_settlement,reconstructed,12064.67
1737993600,1738000800,BUY,put,101000,2025-01-27,254.7001,1879.5,649,-1054.5,13.11,-1067.6,2.0,expired_settlement,reconstructed,10997.07
1738015200,1738065600,BUY,put,99000,2025-01-28,265.57545000000005,1.6109312482950173,661,174.48,13.09,161.39,14.0,expired_settlement,reconstructed,11158.46
1738065600,1738101600,BUY,put,100800,2025-01-29,553.8369,1311.9142665738252,637,-482.9,12.84,-495.74,10.0,supertrend_reversal,reconstructed,10662.72
1738180800,1738238400,BUY,put,101850,2025-01-30,464.95355,4.1004000000000005,635,292.64,12.93,279.71,16.0,expired_settlement,reconstructed,10942.43
1738238400,1738245600,BUY,put,105000,2025-01-30,458.8144,550.36815,616,-56.4,12.94,-69.33,2.0,expired_settlement,reconstructed,10873.1
1738245600,1738324800,BUY,put,103950,2025-01-31,884.8335999999999,279.27945,606,366.97,12.6,354.37,22.0,expired_settlement,reconstructed,11227.47
1738324800,1738332000,BUY,put,103950,2025-01-31,276.50055,195.9951,630,50.72,13.1,37.62,2.0,expired_settlement,reconstructed,11265.09
1738332000,1738353600,BUY,put,103950,2025-02-01,964.9908,2156.0563119919143,603,-718.21,12.54,-730.75,6.0,supertrend_reversal,reconstructed,10534.34
1738548000,1738584000,SELL,call,95000,2025-02-03,276.02295000000004,561.2925,518,-147.77,9.84,-157.61,10.0,expired_settlement,reconstructed,10376.73
1738584000,1738598400,SELL,call,95950,2025-02-04,822.45705,3114.6048458688247,499,-1143.78,9.58,-1153.36,4.0,supertrend_reversal,reconstructed,9223.37
1738648800,1738670400,SELL,call,100000,2025-02-04,334.39959999999996,170.01585,491,80.71,9.82,70.89,6.0,expired_settlement,reconstructed,9294.26
1738670400,1738677600,SELL,call,99000,2025-02-04,504.39535,420.4116,492,41.32,9.74,31.58,2.0,expired_settlement,reconstructed,9325.84
1738677600,1738684800,SELL,call,99000,2025-02-04,416.22839999999997,469.14405,494,-26.14,9.78,-35.92,2.0,expired_settlement,reconstructed,9289.92
1738684800,1738756800,SELL,call,101000,2025-02-05,524.95205,9.73845,482,248.33,9.74,238.6,20.0,expired_settlement,reconstructed,9528.52
1738756800,1738836000,SELL,call,100000,2025-02-06,547.0609499999999,161.99595,486,187.14,9.72,177.42,22.0,supertrend_reversal,reconstructed,9705.94
1738864800,1738929600,SELL,call,98800,2025-02-07,352.26980000000003,161.40387576190105,497,94.86,9.82,85.04,18.0,expired_settlement,reconstructed,9790.98
1738929600,1738936800,SELL,call,98000,2025-02-07,401.91035,937.2127499999999,499,-267.12,9.78,-276.9,2.0,expired_settlement,reconstructed,9514.08
1738958400,1739016000,SELL,call,98800,2025-02-08,356.807,10.5726,497,172.08,9.82,162.26,16.0,expired_settlement,reconstructed,9676.34
1739016000,1739102400,SELL,call,97850,2025-02-09,541.8670500000001,112.2585,497,213.52,9.73,203.79,24.0,expired_settlement,reconstructed,9880.13
1739102400,1739109600,SELL,call,96900,2025-02-09,358.0607,87.81689999999999,506,136.74,9.81,126.94,2.0,expired_settlement,reconstructed,10007.07
1739109600,1739116800,SELL,call,95950,2025-02-09,363.74215,589.4124,511,-115.32,9.81,-125.12,2.0,expired_settlement,reconstructed,9881.95
1739116800,1739167200,SELL,call,96900,2025-02-10,923.74805,808.3416000000001,492,56.78,9.53,47.25,14.0,supertrend_reversal,reconstructed,9929.2
1739282400,1739289600,SELL,call,96900,2025-02-11,348.55845,312.76605,506,18.11,9.81,8.3,2.0,expired_settlement,reconstructed,9937.5
1739289600,1739361600,SELL,call,97850,2025-02-12,759.8317499999999,56.380500000000005,491,345.39,9.61,335.79,20.0,expired_settlement,reconstructed,10273.29
1739361600,1739383200,SELL,call,96900,2025-02-13,850.57575,1332.90135,494,-238.27,9.57,-247.84,6.0,supertrend_reversal,reconstructed,10025.45
1739433600,1739448000,SELL,call,96900,2025-02-13,341.39445,170.55855,507,86.61,9.83,76.79,4.0,expired_settlement,reconstructed,10102.24
1739448000,1739455200,SELL,call,95950,2025-02-13,492.2862,463.71705000000003,508,14.51,9.75,4.76,2.0,expired_settlement,reconstructed,10107.0
1739455200,1739505600,SELL,call,96900,2025-02-14,796.7164,941.0217,495,-71.43,9.59,-81.02,14.0,supertrend_reversal,reconstructed,10025.98
1739750400,1739793600,SELL,call,96900,2025-02-17,584.7017999999999,202.95974999999999,500,190.87,9.69,181.18,12.0,expired_settlement,reconstructed,10207.16
1739793600,1739829600,SELL,call,96900,2025-02-18,833.0339,767.78985,494,32.23,9.57,22.66,10.0,supertrend_reversal,reconstructed,10229.82
1739901600,1739916000,SELL,call,95950,2025-02-19,389.35345,598.4875499999999,510,-106.66,9.79,-116.45,4.0,supertrend_reversal,reconstructed,10113.37
1740160800,1740225600,SELL,call,98800,2025-02-22,418.56665000000004,25.386300000000002,495,194.62,9.78,184.84,18.0,expired_settlement,reconstructed,10298.21
1740225600,1740232800,SELL,call,96900,2025-02-22,363.88145,259.90305,506,52.61,9.81,42.81,2.0,expired_settlement,reconstructed,10341.02
1740232800,1740240000,SELL,call,96900,2025-02-22,257.31695,138.4086,509,60.52,9.86,50.66,2.0,expired_settlement,reconstructed,10391.68
1740326400,1740355200,SELL,call,95950,2025-02-24,870.75435,1088.02305,498,-108.2,9.56,-117.76,8.0,supertrend_reversal,reconstructed,10273.92
1740412800,1740484800,SELL,call,95950,2025-02-25,482.88345,1.287205661692048e-05,508,245.3,9.75,235.56,20.0,expired_settlement,reconstructed,10509.48
1740484800,1740564000,SELL,call,90000,2025-02-26,776.1397999999999,229.0797,532,291.04,9.58,281.46,22.0,supertrend_reversal,reconstructed,10790.94
1740592800,1740643200,SELL,call,87550,2025-02-27,399.70144999999997,176.96040000000002,558,124.29,9.77,114.52,14.0,supertrend_reversal,reconstructed,10905.46
1740686400,1740744000,SELL,call,85850,2025-02-28,295.48515000000003,0.00033800229043202886,572,169.02,9.82,159.2,16.0,expired_settlement,reconstructed,11064.66
1740744000,1740751200,SELL,call,80800,2025-02-28,306.1416,784.8648000000001,607,-290.58,9.81,-300.39,2.0,expired_settlement,reconstructed,10764.27
1740751200,1740758400,SELL,call,81600,2025-02-28,291.56485,2359.75005,601,-1242.98,9.81,-1252.79,2.0,expired_settlement,reconstructed,9511.48
1740967200,1740996000,BUY,put,92150,2025-03-03,480.73425,779.916660915342,699,-209.13,12.88,-222.01,8.0,supertrend_reversal,reconstructed,9289.47
1741118400,1741176000,BUY,put,86400,2025-03-05,314.5792,0.97485,753,236.14,13.01,223.13,16.0,expired_settlement,reconstructed,9512.6
1741176000,1741262400,BUY,put,87300,2025-03-06,294.19165000000004,0.1809,746,219.33,13.03,206.31,24.0,expired_settlement,reconstructed,9718.91
1741262400,1741269600,BUY,put,90900,2025-03-06,317.26570000000004,1394.7189,716,-771.46,13.02,-784.47,2.0,expired_settlement,reconstructed,8934.44
1741572000,1741608000,SELL,call,82400,2025-03-10,461.481,1241.985542064251,590,-460.5,9.72,-470.22,10.0,expired_settlement,reconstructed,8464.22
1741622400,1741680000,SELL,call,81600,2025-03-11,363.94115,168.75959999999998,599,116.91,9.78,107.14,16.0,supertrend_reversal,reconstructed,8571.36
1741874400,1741946400,SELL,call,84000,2025-03-14,260.4114,125.09214216170025,586,79.3,9.84,69.45,20.0,supertrend_reversal,reconstructed,8640.81
1742126400,1742133600,SELL,call,82400,2025-03-16,434.9344,450.1728326043279,591,-9.01,9.74,-18.75,2.0,expired_settlement,reconstructed,8622.06
1742133600,1742148000,SELL,call,84150,2025-03-17,418.14875,825.3462,579,-235.77,9.74,-245.51,4.0,supertrend_reversal,reconstructed,8376.55
1742162400,1742184000,SELL,call,84150,2025-03-17,331.08625,498.9624,582,-97.7,9.8,-107.5,6.0,supertrend_reversal,reconstructed,8269.05
1742277600,1742299200,SELL,call,83300,2025-03-18,512.3852,176.5986,582,195.43,9.7,185.73,6.0,expired_settlement,reconstructed,8454.78
1742299200,1742356800,SELL,call,84150,2025-03-19,445.362,290.01285,578,89.79,9.73,80.06,16.0,supertrend_reversal,reconstructed,8534.84
1742486400,1742558400,SELL,call,86700,2025-03-21,302.02230000000003,4.4421,566,168.43,9.81,158.62,20.0,expired_settlement,reconstructed,8693.46
1742558400,1742565600,SELL,call,84150,2025-03-21,391.62205,255.0489,580,79.21,9.76,69.45,2.0,expired_settlement,reconstructed,8762.91
1742565600,1742572800,SELL,call,84150,2025-03-21,252.5111,47.3154,585,120.04,9.85,110.19,2.0,expired_settlement,reconstructed,8873.1
1742572800,1742644800,SELL,call,85000,2025-03-22,426.8152,169.13145,573,147.65,9.74,137.91,20.0,expired_settlement,reconstructed,9011.01
1742644800,1742731200,SELL,call,85000,2025-03-23,716.9970000000001,314.25345,564,227.15,9.59,217.56,24.0,expired_settlement,reconstructed,9228.57
1742868000,1742904000,SELL,call,88400,2025-03-25,304.12174999999996,124.58985,555,99.64,9.81,89.83,10.0,expired_settlement,reconstructed,9318.4
1742904000,1742911200,SELL,call,87550,2025-03-25,373.8414,384.63951621731957,559,-6.04,9.79,-15.82,2.0,expired_settlement,reconstructed,9302.58
1742997600,1743048000,SELL,call,88400,2025-03-27,456.8443,436.1594913036867,551,11.4,9.74,1.66,14.0,supertrend_reversal,reconstructed,9304.24
1743084000,1743112800,SELL,call,87550,2025-03-28,567.8365500000001,896.9573918313855,553,-182.0,9.68,-191.69,8.0,supertrend_reversal,reconstructed,9112.55
1743141600,1743163200,SELL,call,86700,2025-03-28,393.1245,59.66685,563,187.74,9.76,177.97,6.0,expired_settlement,reconstructed,9290.52
1743163200,1743249600,SELL,call,85850,2025-03-29,796.44775,0.30655970070071975,556,442.65,9.55,433.11,24.0,expired_settlement,reconstructed,9723.63
1743249600,1743256800,SELL,call,82400,2025-03-29,381.9009,605.5991300445899,592,-132.43,9.76,-142.19,2.0,expired_settlement,reconstructed,9581.44
1743256800,1743328800,SELL,call,83300,2025-03-30,790.05985,617.5222500000001,572,98.69,9.53,89.16,20.0,supertrend_reversal,reconstructed,9670.6
1743372000,1743422400,SELL,call,83200,2025-03-31,446.14805,116.4393,585,192.88,9.73,183.15,14.0,expired_settlement,reconstructed,9853.75
1743422400,1743429600,SELL,call,82400,2025-03-31,350.0012,395.6082,594,-27.09,9.79,-36.88,2.0,expired_settlement,reconstructed,9816.87
1743429600,1743436800,SELL,call,83200,2025-04-01,688.27135,1080.4945135960534,576,-225.92,9.58,-235.51,2.0,supertrend_reversal,reconstructed,9581.36
1743631200,1743681600,SELL,call,85850,2025-04-03,462.22725,3.1959,567,260.27,9.74,250.54,14.0,expired_settlement,reconstructed,9831.9
1743681600,1743688800,SELL,call,83300,2025-04-03,344.93665000000004,66.83489745581514,588,163.52,9.8,153.73,2.0,expired_settlement,reconstructed,9985.63
1743688800,1743696000,SELL,call,82400,2025-04-03,324.5093,88.81185,595,140.24,9.81,130.43,2.0,expired_settlement,reconstructed,10116.06
1743696000,1743753600,SELL,call,83200,2025-04-04,490.71410000000003,1069.3562796490535,583,-337.35,9.7,-347.05,16.0,supertrend_reversal,reconstructed,9769.01
1743768000,1743854400,SELL,call,85000,2025-04-05,274.86875,47.2752,578,131.55,9.83,121.72,24.0,expired_settlement,reconstructed,9890.73
1743854400,1743940800,SELL,call,84150,2025-04-06,740.9566,69.75704999999999,569,381.91,9.58,372.34,24.0,expired_settlement,reconstructed,10263.07
1743940800,1743948000,SELL,call,83300,2025-04-06,251.74495,57.17994781917367,591,114.99,9.85,105.14,2.0,expired_settlement,reconstructed,10368.21
1743948000,1743955200,SELL,call,82400,2025-04-06,292.39070000000004,289.82189999999997,596,1.53,9.82,-8.29,2.0,expired_settlement,reconstructed,10359.92
1743955200,1744027200,SELL,call,83200,2025-04-07,665.7346,2.4191591116121126e-07,577,384.13,9.6,374.53,20.0,expired_settlement,reconstructed,10734.45
1744027200,1744034400,SELL,call,78000,2025-04-08,452.0285,1132.4348441204966,622,-423.21,9.7,-432.92,2.0,supertrend_reversal,reconstructed,10301.53
1744135200,1744200000,SELL,call,78750,2025-04-09,344.4491,3.06525,621,212.0,9.78,202.22,18.0,expired_settlement,reconstructed,10503.75
1744200000,1744207200,SELL,call,76500,2025-04-09,287.02765000000005,1190.036071070013,641,-578.83,9.81,-588.64,2.0,expired_settlement,reconstructed,9915.11
1744207200,1744221600,SELL,call,78400,2025-04-10,627.3176500000001,3828.7686,613,-1962.49,9.61,-1972.1,4.0,supertrend_reversal,reconstructed,7943.01
1744300800,1744365600,SELL,call,80000,2025-04-11,436.29755,2417.41695,608,-1204.52,9.73,-1214.25,18.0,supertrend_reversal,reconstructed,6728.76
1744509600,1744545600,BUY,put,84150,2025-04-13,358.399,314.6655,770,33.67,12.96,20.72,10.0,expired_settlement,reconstructed,6749.48
1744545600,1744552800,BUY,put,84150,2025-04-13,311.53450000000004,726.7556999999999,773,-320.97,13.01,-333.98,2.0,expired_settlement,reconstructed,6415.5
1744689600,1744718400,BUY,put,84150,2025-04-15,279.78405,66.3501,774,165.2,13.03,152.17,8.0,expired_settlement,reconstructed,6567.67
1744718400,1744740000,BUY,put,84150,2025-04-16,519.1114,828.5219999999999,760,-235.15,12.79,-247.94,6.0,supertrend_reversal,reconstructed,6319.73
1744819200,1744826400,BUY,put,83300,2025-04-17,415.0344,982.7493000000001,774,-439.41,12.89,-452.31,2.0,supertrend_reversal,reconstructed,5867.42
1745049600,1745064000,BUY,put,85000,2025-04-19,528.8425,385.67879999999997,752,107.66,12.78,94.88,4.0,expired_settlement,reconstructed,5962.3
1745064000,1745071200,BUY,put,85000,2025-04-19,381.8412,197.29155,761,140.44,12.94,127.51,2.0,expired_settlement,reconstructed,6089.81
1745071200,1745143200,BUY,put,85000,2025-04-20,840.86455,834.0997500000001,735,4.97,12.5,-7.52,20.0,supertrend_reversal,reconstructed,6082.29
1745186400,1745236800,BUY,put,84150,2025-04-21,524.0267,3.58785,760,395.53,12.79,382.74,14.0,expired_settlement,reconstructed,6465.03
1745236800,1745244000,BUY,put,86700,2025-04-21,366.51820000000004,252.50625,747,85.17,12.95,72.21,2.0,expired_settlement,reconstructed,6537.24
1745244000,1745251200,BUY,put,86700,2025-04-21,249.99375,4.511744178820931,754,185.09,13.07,172.02,2.0,expired_settlement,reconstructed,6709.26
1745251200,1745323200,BUY,put,86400,2025-04-22,422.06905,17.2056,747,302.43,12.91,289.52,20.0,expired_settlement,reconstructed,6998.78
1745323200,1745330400,BUY,put,88200,2025-04-22,320.6288,7.9193999999999996,737,230.47,13.0,217.47,2.0,expired_settlement,reconstructed,7216.25
1745330400,1745337600,BUY,put,90000,2025-04-22,309.644,26.5119,724,204.99,13.03,191.96,2.0,expired_settlement,reconstructed,7408.21
1745337600,1745409600,BUY,put,89100,2025-04-23,401.1641,0.09374331612590144,726,291.18,12.94,278.24,20.0,expired_settlement,reconstructed,7686.45
1745409600,1745416800,BUY,put,93100,2025-04-23,364.5282,470.76210000000003,697,-74.05,12.98,-87.02,2.0,expired_settlement,reconstructed,7599.43
1745416800,1745467200,BUY,put,92150,2025-04-24,765.2147,580.61865,685,126.45,12.62,113.82,14.0,supertrend_reversal,reconstructed,7713.25
1745524800,1745582400,BUY,put,92150,2025-04-25,469.42109999999997,14.0901,699,318.28,12.88,305.39,16.0,expired_settlement,reconstructed,8018.64
1745582400,1745589600,BUY,put,94050,2025-04-25,287.2167,284.27430000000004,694,2.04,13.05,-11.01,2.0,expired_settlement,reconstructed,8007.63
1745589600,1745596800,BUY,put,94050,2025-04-25,281.4457,25.3059,694,177.76,13.05,164.71,2.0,expired_settlement,reconstructed,8172.34
1745596800,1745668800,BUY,put,94050,2025-04-26,704.19135,497.00264999999996,674,139.65,12.68,126.97,20.0,expired_settlement,reconstructed,8299.31
1745668800,1745676000,BUY,put,94050,2025-04-26,492.05735,386.6637,684,72.09,12.87,59.22,2.0,expired_settlement,reconstructed,8358.53
1745676000,1745683200,BUY,put,94050,2025-04-26,382.8163,155.8353,690,156.62,12.98,143.64,2.0,expired_settlement,reconstructed,8502.17
1745683200,1745755200,BUY,put,94050,2025-04-27,978.1845000000001,613.7937000000001,662,241.23,12.45,228.77,20.0,expired_settlement,reconstructed,8730.94
1745755200,1745798400,BUY,put,93100,2025-04-28,839.8994,651.2801999999999,675,127.32,12.57,114.75,12.0,supertrend_reversal,reconstructed,8845.69
1745820000,1745841600,BUY,put,93100,2025-04-28,323.28545,25.23555,699,208.34,13.02,195.32,6.0,expired_settlement,reconstructed,9041.01
1745841600,1745848800,BUY,put,95000,2025-04-28,394.41799999999995,1169.7697500000002,682,-528.79,12.96,-541.75,2.0,expired_settlement,reconstructed,8499.26
1745884800,1745928000,BUY,put,94050,2025-04-29,537.07115,158.74980000000002,682,258.02,12.83,245.19,12.0,expired_settlement,reconstructed,8744.45
1745928000,1745935200,BUY,put,95000,2025-04-29,478.02785,557.2524,678,-53.71,12.88,-66.6,2.0,expired_settlement,reconstructed,8677.85
1745935200,1746014400,BUY,put,94050,2025-04-30,840.6954,150.4284,668,461.1,12.57,448.53,22.0,expired_settlement,reconstructed,9126.38
1746014400,1746021600,BUY,put,95000,2025-04-30,459.52085,2043.4665,679,-1075.5,12.9,-1088.4,2.0,expired_settlement,reconstructed,8037.98
1746079200,1746100800,BUY,put,94050,2025-05-01,337.7826,31.567050000000002,692,211.9,13.02,198.88,6.0,expired_settlement,reconstructed,8236.86
1746100800,1746108000,BUY,put,95950,2025-05-01,440.9044,533.16255,674,-62.18,12.93,-75.12,2.0,expired_settlement,reconstructed,8161.74
1746108000,1746187200,BUY,put,95000,2025-05-02,833.02395,46.76265,662,520.5,12.58,507.93,22.0,expired_settlement,reconstructed,8669.67
1746187200,1746266400,BUY,put,95950,2025-05-03,815.83035,494.79165,657,210.92,12.61,198.31,22.0,supertrend_reversal,reconstructed,8867.98
1746561600,1746619200,BUY,put,94050,2025-05-07,647.05845,5.627999999999999,677,434.25,12.73,421.51,16.0,expired_settlement,reconstructed,9289.49
1746619200,1746626400,BUY,put,96900,2025-05-07,477.46070000000003,389.70885,666,58.44,12.91,45.54,2.0,expired_settlement,reconstructed,9335.03
1746626400,1746633600,BUY,put,96900,2025-05-07,385.83115,280.6161,670,70.49,12.98,57.51,2.0,expired_settlement,reconstructed,9392.54
1746633600,1746705600,BUY,put,95950,2025-05-08,725.8923,2.334301455095606,661,478.27,12.68,465.59,20.0,expired_settlement,reconstructed,9858.13
1746705600,1746712800,BUY,put,99000,2025-05-08,374.7767,316.44435,656,38.27,12.99,25.28,2.0,expired_settlement,reconstructed,9883.41
1746712800,1746720000,BUY,put,99000,2025-05-08,313.29565,1.8291000000000002,659,205.26,13.05,192.21,2.0,expired_settlement,reconstructed,10075.62
1746720000,1746792000,BUY,put,99000,2025-05-09,507.40024999999997,0.9905723880592869,651,329.67,12.89,316.78,20.0,expired_settlement,reconstructed,10392.4
1746792000,1746799200,BUY,put,102900,2025-05-09,550.62305,187.9149,625,226.69,12.86,213.83,2.0,expired_settlement,reconstructed,10606.23
1746799200,1746878400,BUY,put,101850,2025-05-10,573.84635,100.29899999999999,630,298.33,12.83,285.5,22.0,expired_settlement,reconstructed,10891.73
1746878400,1746885600,BUY,put,102900,2025-05-10,355.2946,189.67364999999998,633,104.84,13.03,91.81,2.0,expired_settlement,reconstructed,10983.54
1746885600,1746964800,BUY,put,102900,2025-05-11,948.78225,79.74674999999999,610,530.11,12.55,517.56,22.0,expired_settlement,reconstructed,11501.1
1746964800,1746972000,BUY,put,103950,2025-05-11,296.9478,462.95324999999997,629,-104.42,13.08,-117.49,2.0,expired_settlement,reconstructed,11383.61
1746972000,1747051200,BUY,put,102900,2025-05-12,814.19855,250.77765,615,346.5,12.66,333.85,22.0,expired_settlement,reconstructed,11717.46
1747051200,1747065600,BUY,put,102900,2025-05-13,940.9317,1438.0120522956327,610,-303.22,12.55,-315.77,4.0,supertrend_reversal,reconstructed,11401.69
1747130400,1747137600,BUY,put,102900,2025-05-13,433.29265000000004,257.7423,630,110.6,12.97,97.63,2.0,expired_settlement,reconstructed,11499.32
1747137600,1747144800,BUY,put,102900,2025-05-13,255.1777,168.42795,637,55.26,13.11,42.15,2.0,expired_settlement,reconstructed,11541.47
