timestamp,equity
1762617600,28403.55
1762689600,28585.6
1762696800,28505.53
1762704000,28288.39
1762862400,28281.69
1762869600,28380.18
1762941600,28578.13
1763013600,28608.73
1763121600,28750.93
1763208000,28906.93
1763215200,28769.34
1763294400,29157.06
1763301600,29234.55
1763352000,29357.78
1763395200,29419.39
1763467200,29607.42
1763474400,29655.23
1763481600,29253.28
1763553600,29095.64
1763560800,29137.12
1763596800,29206.34
1763726400,29391.91
1763733600,28616.86
1763740800,28796.69
1763762400,28390.36
1763985600,28361.42
1763992800,28419.8
1764007200,27887.97
1764158400,28123.51
1764165600,28155.61
1764180000,27418.4
1764331200,27705.91
1764338400,27876.86
1764352800,27420.43
1764547200,27089.64
1764676800,27341.28
1764763200,27711.08
1764849600,28102.44
1764878400,27902.74
1765195200,28147.86
1765202400,28011.89
1765209600,27469.78
1765332000,27516.09
1765540800,27667.13
1765548000,27690.45
1765555200,26917.28
1765800000,27150.7
1765807200,27147.06
1765814400,25781.66
1765886400,25577.3
1765972800,25454.49
1766059200,25710.55
1766066400,25156.71
1766124000,25187.15
1766390400,25090.64
1766491200,25224.78
1766498400,25306.54
1766577600,25654.49
1766584800,25676.55
1766592000,25769.78
1766664000,25940.44
1766671200,25951.05
1766678400,25767.73
1766721600,25425.7
1766836800,25562.08
1766844000,25610.22
1766851200,25645.44
1766923200,25852.93
1766930400,25890.67
1766973600,25872.02
1767009600,26016.62
1767088800,26190.24
1767211200,26281.62
