entry_timestamp,exit_timestamp,signal,option_type,strike,expiry,entry_premium,exit_premium,quantity,gross_pnl,fees,net_pnl,holding_time_hours,exit_reason,data_mode,cumulative_pnl
1727697600,1727704800,SELL,call,64350,2024-10-01,575.11,577.4327999999999,3,-0.01,0.04,-0.05,2.0,stop_loss,reconstructed,1059.09
1727769600,1727791200,BUY,put,63050,2024-10-02,453.17275,875.3951999999999,5,-2.11,0.06,-2.17,6.0,stop_loss,reconstructed,1056.92
1727791200,1727870400,SELL,call,63700,2024-10-02,427.85994999999997,0.39750548590304235,3,1.28,0.04,1.24,22.0,expired_settlement,reconstructed,1058.16
1727870400,1727884800,SELL,call,61800,2024-10-03,503.2312,766.92555,3,-0.79,0.04,-0.83,4.0,stop_loss,reconstructed,1057.33
1728028800,1728057600,BUY,put,60600,2024-10-05,476.4856,262.32509999999996,5,1.07,0.06,1.01,8.0,stop_loss,reconstructed,1058.34
1728345600,1728475200,SELL,call,63600,2024-10-09,414.26825,19.698,3,1.18,0.04,1.15,36.0,expired_settlement,reconstructed,1059.49
1728475200,1728561600,SELL,call,63000,2024-10-10,458.84425,6.70335,3,1.36,0.04,1.32,24.0,expired_settlement,reconstructed,1060.81
1728561600,1728604800,SELL,call,61800,2024-10-11,540.3447,128.71035,3,1.23,0.04,1.2,12.0,supertrend_reversal,reconstructed,1062.01
1728604800,1728734400,BUY,put,59400,2024-10-12,515.53935,0.0026597465392310103,5,2.58,0.06,2.52,36.0,expired_settlement,reconstructed,1064.53
1728734400,1728820800,BUY,put,62400,2024-10-13,560.2546500000001,272.90775,5,1.44,0.06,1.37,24.0,expired_settlement,reconstructed,1065.9
1728820800,1728878400,SELL,call,63050,2024-10-14,573.50805,1400.9298000000001,3,-2.48,0.04,-2.52,16.0,stop_loss,reconstructed,1063.38
1728878400,1728885600,BUY,put,62400,2024-10-15,254.90905,320.84625,5,-0.33,0.06,-0.39,2.0,stop_loss,reconstructed,1062.99
1729497600,1729598400,SELL,call,69300,2024-10-22,603.4675,5.874452749932792,3,1.79,0.04,1.75,28.0,expired_settlement,reconstructed,1064.74
1729598400,1729684800,SELL,call,67600,2024-10-23,717.8129,45.5868,3,2.02,0.04,1.98,24.0,expired_settlement,reconstructed,1066.72
1729684800,1729692000,SELL,call,66950,2024-10-24,612.29315,756.4032,3,-0.43,0.04,-0.47,2.0,stop_loss,reconstructed,1066.25
1729735200,1729857600,BUY,put,66300,2024-10-25,569.8365,8.9344846027398,4,2.24,0.05,2.19,34.0,expired_settlement,reconstructed,1068.44
1729857600,1729864800,BUY,put,67200,2024-10-26,479.55019999999996,386.0205,4,0.37,0.05,0.32,2.0,stop_loss,reconstructed,1068.76
1729879200,1729893600,SELL,call,68250,2024-10-26,257.2274,325.7808,3,-0.21,0.04,-0.25,4.0,stop_loss,reconstructed,1068.51
1730044800,1730116800,BUY,put,67200,2024-10-28,536.6632,18.7533,4,2.07,0.05,2.02,20.0,expired_settlement,reconstructed,1070.53
1730116800,1730203200,BUY,put,67900,2024-10-29,504.42519999999996,0.0201,4,2.02,0.05,1.96,24.0,expired_settlement,reconstructed,1072.49
1730203200,1730210400,BUY,put,70700,2024-10-30,569.0405,431.19525,4,0.55,0.06,0.49,2.0,stop_loss,reconstructed,1072.98
1730289600,1730304000,SELL,call,73500,2024-10-31,367.37390000000005,334.93635,3,0.1,0.04,0.05,4.0,stop_loss,reconstructed,1073.03
1730664000,1730721600,BUY,put,67900,2024-11-04,417.8204,87.06315,4,1.32,0.05,1.27,16.0,expired_settlement,reconstructed,1074.3
1730721600,1730728800,BUY,put,68600,2024-11-04,287.7739,271.44045,4,0.07,0.05,0.01,2.0,expired_settlement,reconstructed,1074.31
1730728800,1730736000,BUY,put,68600,2024-11-04,268.73954999999995,183.76425,4,0.34,0.05,0.29,2.0,stop_loss,reconstructed,1074.6
1730743200,1730786400,SELL,call,69300,2024-11-05,253.03845,315.47955,3,-0.19,0.04,-0.23,12.0,stop_loss,reconstructed,1074.37
1730786400,1730836800,BUY,put,67200,2024-11-06,369.35395,169.35254999999998,4,0.8,0.05,0.75,14.0,supertrend_reversal,reconstructed,1075.12
1730844000,1730851200,SELL,call,70000,2024-11-06,373.04540000000003,414.89414999999997,3,-0.13,0.04,-0.17,2.0,stop_loss,reconstructed,1074.95
1730858400,1730980800,BUY,put,69300,2024-11-07,369.49325000000005,2.823684615509692e-06,4,1.48,0.06,1.42,34.0,expired_settlement,reconstructed,1076.37
1730980800,1731067200,BUY,put,74250,2024-11-08,703.07695,21.456750000000003,4,2.73,0.06,2.67,24.0,expired_settlement,reconstructed,1079.04
1731067200,1731153600,BUY,put,75000,2024-11-09,554.2448499999999,36.35085,4,2.07,0.06,2.01,24.0,expired_settlement,reconstructed,1081.05
1731153600,1731175200,BUY,put,75750,2024-11-10,641.3371999999999,652.8480000000001,4,-0.05,0.06,-0.11,6.0,stop_loss,reconstructed,1080.94
1731880800,1731888000,SELL,call,90900,2024-11-18,316.95725,468.75210000000004,2,-0.3,0.04,-0.34,2.0,stop_loss,reconstructed,1080.6
1731895200,1731931200,BUY,put,89100,2024-11-19,638.5711,631.4414999999999,3,0.02,0.05,-0.03,10.0,supertrend_reversal,reconstructed,1080.57
1731931200,1731938400,SELL,call,91800,2024-11-19,569.4783,335.25795,2,0.47,0.04,0.43,2.0,stop_loss,reconstructed,1081.0
1732449600,1732492800,SELL,call,98800,2024-11-25,648.1828,601.7247977320656,2,0.09,0.04,0.05,12.0,supertrend_reversal,reconstructed,1081.05
1732492800,1732536000,BUY,put,96000,2024-11-25,276.16225000000003,24.9441,3,0.75,0.06,0.7,12.0,expired_settlement,reconstructed,1081.75
1732536000,1732550400,BUY,put,97000,2024-11-26,707.07685,1688.3272958219304,3,-2.94,0.06,-3.0,4.0,supertrend_reversal,reconstructed,1078.75
1732550400,1732557600,SELL,call,97850,2024-11-26,462.9337,262.55625,2,0.4,0.04,0.36,2.0,stop_loss,reconstructed,1079.11
1732694400,1732701600,BUY,put,92150,2024-11-28,645.0983,675.61125,3,-0.09,0.06,-0.15,2.0,stop_loss,reconstructed,1078.96
1732816800,1732824000,SELL,call,96900,2024-11-29,373.0852,407.9898,2,-0.07,0.04,-0.11,2.0,stop_loss,reconstructed,1078.85
1732852800,1732860000,BUY,put,95000,2024-11-29,249.36690000000002,302.43465000000003,3,-0.16,0.06,-0.22,2.0,stop_loss,reconstructed,1078.63
1732968000,1732989600,SELL,call,97850,2024-12-01,616.19355,678.46545,2,-0.12,0.04,-0.16,6.0,stop_loss,reconstructed,1078.47
1733076000,1733112000,BUY,put,95950,2024-12-02,527.3798499999999,566.1768,3,-0.12,0.06,-0.17,10.0,supertrend_reversal,reconstructed,1078.3
1733112000,1733119200,SELL,call,97850,2024-12-02,341.19545000000005,265.93305000000004,2,0.15,0.04,0.11,2.0,stop_loss,reconstructed,1078.41
1733155200,1733162400,BUY,put,95000,2024-12-03,377.79155,1270.4205,3,-2.68,0.06,-2.73,2.0,stop_loss,reconstructed,1075.68
1733248800,1733256000,BUY,put,94050,2024-12-04,396.33835,462.22965,3,-0.2,0.06,-0.25,2.0,stop_loss,reconstructed,1075.43
1733450400,1733572800,BUY,put,96000,2024-12-07,595.25875,1.3467,3,1.78,0.06,1.72,34.0,expired_settlement,reconstructed,1077.15
1733572800,1733580000,BUY,put,99000,2024-12-07,275.12745,261.9633,3,0.04,0.06,-0.02,2.0,expired_settlement,reconstructed,1077.13
1733580000,1733587200,BUY,put,99000,2024-12-07,259.35670000000005,46.07925,3,0.64,0.06,0.58,2.0,expired_settlement,reconstructed,1077.71
1733587200,1733659200,BUY,put,99000,2024-12-08,811.17375,251.09924999999998,3,1.68,0.06,1.62,20.0,expired_settlement,reconstructed,1079.33
1733659200,1733716800,BUY,put,99000,2024-12-09,918.8825,770.3626499999999,3,0.45,0.06,0.39,16.0,supertrend_reversal,reconstructed,1079.72
1733716800,1733731200,SELL,call,101000,2024-12-10,702.9078000000001,790.92495,2,-0.18,0.04,-0.22,4.0,stop_loss,reconstructed,1079.5
1733796000,1733846400,BUY,put,96000,2024-12-11,648.8693499999999,1310.9369592697574,3,-1.99,0.06,-2.04,14.0,supertrend_reversal,reconstructed,1077.46
1733860800,1733868000,SELL,call,97850,2024-12-11,348.87685,585.9954,2,-0.47,0.04,-0.51,2.0,stop_loss,reconstructed,1076.95
1733889600,1734004800,BUY,put,95000,2024-12-12,494.5747,0.01005,3,1.48,0.06,1.43,32.0,expired_settlement,reconstructed,1078.38
1734004800,1734012000,BUY,put,100000,2024-12-12,395.16425,130.96155,3,0.79,0.06,0.73,2.0,expired_settlement,reconstructed,1079.11
1734012000,1734033600,BUY,put,100000,2024-12-13,834.39705,1385.1513,3,-1.65,0.06,-1.71,6.0,stop_loss,reconstructed,1077.4
1734033600,1734040800,SELL,call,102000,2024-12-13,260.75964999999997,289.04805,2,-0.06,0.04,-0.1,2.0,stop_loss,reconstructed,1077.3
1734112800,1734120000,BUY,put,99000,2024-12-14,262.28200000000004,283.17884999999995,3,-0.06,0.06,-0.12,2.0,stop_loss,reconstructed,1077.18
1734350400,1734364800,SELL,call,106050,2024-12-17,479.9084,1377.96555,2,-1.8,0.04,-1.84,4.0,stop_loss,reconstructed,1075.34
1734364800,1734436800,BUY,put,103950,2024-12-17,410.8156,14.26095,3,1.19,0.06,1.13,20.0,expired_settlement,reconstructed,1076.47
1734436800,1734444000,BUY,put,106050,2024-12-17,290.54,92.34945,3,0.59,0.06,0.53,2.0,expired_settlement,reconstructed,1077.0
1734444000,1734451200,BUY,put,106050,2024-12-18,790.03,1083.2895,2,-0.59,0.04,-0.63,2.0,stop_loss,reconstructed,1076.37
1734487200,1734523200,SELL,call,107100,2024-12-18,332.72799999999995,48.6018,2,0.57,0.04,0.53,10.0,expired_settlement,reconstructed,1076.9
1734523200,1734530400,SELL,call,105000,2024-12-18,567.6673999999999,272.26455000000004,2,0.59,0.04,0.55,2.0,expired_settlement,reconstructed,1077.45
1734530400,1734537600,SELL,call,105000,2024-12-18,269.55545,88.77165,2,0.36,0.04,0.32,2.0,expired_settlement,reconstructed,1077.77
1734537600,1734609600,SELL,call,105000,2024-12-19,951.8965999999999,20.2206,2,1.86,0.04,1.82,20.0,expired_settlement,reconstructed,1079.59
1734609600,1734616800,BUY,put,100000,2024-12-20,422.22825,512.92185,3,-0.27,0.06,-0.33,2.0,stop_loss,reconstructed,1079.26
1734847200,1734854400,SELL,call,98800,2024-12-23,422.0591,410.241,2,0.02,0.04,-0.02,2.0,stop_loss,reconstructed,1079.24
1735207200,1735214400,SELL,call,97850,2024-12-27,402.4775,437.24535,2,-0.07,0.04,-0.11,2.0,stop_loss,reconstructed,1079.13
1735639200,1735668000,BUY,put,92150,2025-01-01,510.62405000000007,362.65425000000005,3,0.44,0.06,0.39,8.0,stop_loss,reconstructed,1079.52
