entry_timestamp,exit_timestamp,signal,option_type,strike,expiry,entry_premium,exit_premium,quantity,gross_pnl,fees,net_pnl,holding_time_hours,exit_reason,data_mode,cumulative_pnl
1709251200,1709258400,SELL,call,63000,2024-03-02,299.40545000000003,300.40455000000003,3,-0.0,0.04,-0.04,2.0,stop_loss,reconstructed,1029.16
1709488800,1709553600,BUY,put,61750,2024-03-04,346.6381,0.01005,5,1.73,0.06,1.67,18.0,expired_settlement,reconstructed,1030.83
1709553600,1709560800,BUY,put,64350,2024-03-05,443.89934999999997,469.80735000000004,4,-0.1,0.05,-0.16,2.0,stop_loss,reconstructed,1030.67
1710122400,1710129600,SELL,call,69300,2024-03-11,263.9934,312.02235,3,-0.14,0.04,-0.19,2.0,stop_loss,reconstructed,1030.48
1710266400,1710273600,SELL,call,72100,2024-03-13,382.82625,451.27515,3,-0.21,0.04,-0.25,2.0,stop_loss,reconstructed,1030.23
1710295200,1710417600,BUY,put,70000,2024-03-14,320.95715,0.4729992915558154,4,1.28,0.06,1.23,34.0,expired_settlement,reconstructed,1031.46
1710417600,1710424800,BUY,put,72000,2024-03-15,542.00635,982.6067061347335,4,-1.76,0.06,-1.82,2.0,supertrend_reversal,reconstructed,1029.64
1710424800,1710432000,SELL,call,73500,2024-03-15,291.67429999999996,113.4243,3,0.53,0.04,0.49,2.0,stop_loss,reconstructed,1030.13
1710460800,1710475200,BUY,put,70000,2024-03-16,505.31075000000004,2116.76115,4,-6.45,0.06,-6.5,4.0,supertrend_reversal,reconstructed,1023.63
1710482400,1710547200,SELL,call,69550,2024-03-16,256.5707,668.358591271637,3,-1.24,0.04,-1.28,18.0,supertrend_reversal,reconstructed,1022.35
1710547200,1710554400,BUY,put,67200,2024-03-17,260.8691,266.63655,4,-0.02,0.05,-0.08,2.0,stop_loss,reconstructed,1022.27
1711209600,1711238400,BUY,put,63700,2024-03-24,260.14275,485.80695,5,-1.13,0.06,-1.19,8.0,stop_loss,reconstructed,1021.08
1711612800,1711699200,BUY,put,68600,2024-03-29,298.15175,110.74095,4,0.75,0.05,0.69,24.0,supertrend_reversal,reconstructed,1021.77
1711699200,1711713600,SELL,call,71400,2024-03-30,365.8416,424.74315,3,-0.18,0.04,-0.22,4.0,stop_loss,reconstructed,1021.55
1711893600,1711951200,BUY,put,70000,2024-04-01,587.87585,1070.11395,4,-1.93,0.06,-1.98,16.0,stop_loss,reconstructed,1019.57
1711951200,1711958400,SELL,call,70700,2024-04-02,394.38815,502.72110000000004,3,-0.32,0.04,-0.37,2.0,stop_loss,reconstructed,1019.2
1712030400,1712145600,SELL,call,68900,2024-04-03,250.92905,0.31155,3,0.75,0.04,0.71,32.0,expired_settlement,reconstructed,1019.91
1712145600,1712152800,SELL,call,66300,2024-04-03,260.89894999999996,112.38915,3,0.45,0.04,0.41,2.0,expired_settlement,reconstructed,1020.32
1712152800,1712160000,SELL,call,66300,2024-04-04,593.2389000000001,585.1913999999999,3,0.02,0.04,-0.02,2.0,stop_loss,reconstructed,1020.3
1712239200,1712296800,BUY,put,65650,2024-04-05,253.5459,123.2532,4,0.52,0.05,0.47,16.0,supertrend_reversal,reconstructed,1020.77
1712296800,1712332800,SELL,call,68250,2024-04-06,414.75579999999997,797.8177660071977,3,-1.15,0.04,-1.19,10.0,supertrend_reversal,reconstructed,1019.58
1712340000,1712404800,BUY,put,66300,2024-04-06,310.50964999999997,26.329515975946137,4,1.14,0.05,1.08,18.0,expired_settlement,reconstructed,1020.66
1712404800,1712491200,BUY,put,67200,2024-04-07,629.5066499999999,3.2963999999999998,4,2.5,0.05,2.45,24.0,expired_settlement,reconstructed,1023.11
1712491200,1712577600,BUY,put,68600,2024-04-08,540.2352500000001,0.01005,4,2.16,0.05,2.11,24.0,expired_settlement,reconstructed,1025.22
1712577600,1712584800,BUY,put,71400,2024-04-09,485.6794,620.3061,4,-0.54,0.06,-0.6,2.0,stop_loss,reconstructed,1024.62
1712642400,1712750400,SELL,call,72100,2024-04-10,574.9906,0.2412,3,1.72,0.04,1.68,30.0,expired_settlement,reconstructed,1026.3
1712750400,1712772000,SELL,call,70000,2024-04-11,492.9429,510.4797,3,-0.05,0.04,-0.09,6.0,stop_loss,reconstructed,1026.21
1712930400,1713009600,SELL,call,71400,2024-04-13,315.90255,0.002728199911575738,3,0.95,0.04,0.9,22.0,expired_settlement,reconstructed,1027.11
1713009600,1713074400,SELL,call,68250,2024-04-14,495.14185,0.6633,3,1.48,0.04,1.44,18.0,supertrend_reversal,reconstructed,1028.55
1713146400,1713153600,BUY,put,63700,2024-04-16,355.12545,372.4932,5,-0.09,0.06,-0.15,2.0,stop_loss,reconstructed,1028.4
1714276800,1714305600,BUY,put,63050,2024-04-29,497.7388,602.9598000000001,5,-0.53,0.06,-0.59,8.0,stop_loss,reconstructed,1027.81
1714363200,1714406400,SELL,call,63600,2024-04-30,390.50765,507.08795953236756,3,-0.35,0.04,-0.39,12.0,supertrend_reversal,reconstructed,1027.42
1714406400,1714420800,BUY,put,61750,2024-04-30,263.46605,228.9993,5,0.17,0.06,0.11,4.0,stop_loss,reconstructed,1027.53
1714464000,1714564800,SELL,call,64350,2024-05-01,394.5374,1.668082338923682e-12,3,1.18,0.04,1.15,28.0,expired_settlement,reconstructed,1028.68
1714564800,1714572000,SELL,call,58800,2024-05-02,376.7866,205.3038834016495,4,0.69,0.05,0.64,2.0,stop_loss,reconstructed,1029.32
1715004000,1715011200,SELL,call,65000,2024-05-07,355.78215,273.41025,3,0.25,0.04,0.21,2.0,stop_loss,reconstructed,1029.53
1715536800,1715544000,BUY,put,60600,2024-05-13,298.86815,331.92134999999996,5,-0.17,0.06,-0.23,2.0,stop_loss,reconstructed,1029.3
1715673600,1715767200,SELL,call,63000,2024-05-15,449.7002,261.9459438775339,3,0.56,0.04,0.53,26.0,supertrend_reversal,reconstructed,1029.83
1715767200,1715860800,BUY,put,61750,2024-05-16,436.4269,0.0,5,2.18,0.06,2.12,26.0,expired_settlement,reconstructed,1031.95
1715860800,1715868000,BUY,put,65650,2024-05-17,470.14745,512.3892,4,-0.17,0.05,-0.22,2.0,stop_loss,reconstructed,1031.73
1715882400,1715889600,SELL,call,66300,2024-05-17,271.75440000000003,295.15845,3,-0.07,0.04,-0.11,2.0,stop_loss,reconstructed,1031.62
1715932800,1715954400,BUY,put,65000,2024-05-18,360.10045,414.89414999999997,4,-0.22,0.05,-0.27,6.0,stop_loss,reconstructed,1031.35
1716148800,1716156000,SELL,call,66950,2024-05-20,362.50835,417.28605,3,-0.16,0.04,-0.2,2.0,stop_loss,reconstructed,1031.15
1716184800,1716192000,BUY,put,66300,2024-05-21,564.61275,665.712,4,-0.4,0.05,-0.46,2.0,stop_loss,reconstructed,1030.69
1716307200,1716314400,SELL,call,71400,2024-05-22,278.4209,271.17915,3,0.02,0.04,-0.02,2.0,stop_loss,reconstructed,1030.67
1716566400,1716573600,BUY,put,67200,2024-05-25,356.43885,199.74375,4,0.63,0.05,0.57,2.0,stop_loss,reconstructed,1031.24
1716760800,1716775200,SELL,call,69300,2024-05-27,377.45325,544.09695,3,-0.5,0.04,-0.54,4.0,stop_loss,reconstructed,1030.7
1716840000,1716847200,SELL,call,70700,2024-05-28,253.3867,378.59355,3,-0.38,0.04,-0.42,2.0,stop_loss,reconstructed,1030.28
1716955200,1716969600,BUY,put,67900,2024-05-30,573.01055,888.71145,4,-1.26,0.05,-1.32,4.0,stop_loss,reconstructed,1028.96
1716984000,1716991200,SELL,call,68600,2024-05-30,521.90735,541.5241500000001,3,-0.06,0.04,-0.1,2.0,stop_loss,reconstructed,1028.86
1717077600,1717084800,BUY,put,67200,2024-05-31,310.85790000000003,306.5049,4,0.02,0.05,-0.04,2.0,stop_loss,reconstructed,1028.82
1717149600,1717156800,SELL,call,69300,2024-06-01,384.7864,493.48515,3,-0.33,0.04,-0.37,2.0,stop_loss,reconstructed,1028.45
1717329600,1717336800,BUY,put,67200,2024-06-03,424.11875,429.91889999999995,4,-0.02,0.05,-0.08,2.0,stop_loss,reconstructed,1028.37
1717459200,1717466400,SELL,call,70000,2024-06-05,559.986,699.75135,3,-0.42,0.04,-0.46,2.0,stop_loss,reconstructed,1027.91
1717516800,1717588800,BUY,put,69300,2024-06-05,371.38375,15.517199999999999,4,1.42,0.06,1.37,20.0,expired_settlement,reconstructed,1029.28
1717588800,1717596000,BUY,put,70000,2024-06-06,483.55010000000004,548.7802499999999,4,-0.26,0.06,-0.32,2.0,stop_loss,reconstructed,1028.96
1717704000,1717711200,SELL,call,71400,2024-06-07,402.42775,456.98355,3,-0.16,0.04,-0.21,2.0,stop_loss,reconstructed,1028.75
1717740000,1717761600,BUY,put,70700,2024-06-07,301.1467,74.3499,4,0.91,0.06,0.85,6.0,expired_settlement,reconstructed,1029.6
1717761600,1717768800,BUY,put,70700,2024-06-08,480.0676,515.31375,4,-0.14,0.06,-0.2,2.0,stop_loss,reconstructed,1029.4
1718035200,1718049600,BUY,put,69300,2024-06-11,501.48994999999996,668.727,4,-0.67,0.06,-0.72,4.0,stop_loss,reconstructed,1028.68
1718071200,1718107200,SELL,call,69300,2024-06-11,399.32335,1.5471526317570345,3,1.19,0.04,1.15,10.0,expired_settlement,reconstructed,1029.83
1718107200,1718114400,SELL,call,67600,2024-06-12,546.38435,500.0478,3,0.14,0.04,0.1,2.0,stop_loss,reconstructed,1029.93
1718136000,1718193600,BUY,put,66300,2024-06-12,304.00235,20.498336762289643,4,1.13,0.05,1.08,16.0,expired_settlement,reconstructed,1031.01
1718193600,1718222400,BUY,put,67200,2024-06-13,590.16435,572.21685,4,0.07,0.05,0.02,8.0,supertrend_reversal,reconstructed,1031.03
1718229600,1718280000,SELL,call,69300,2024-06-13,395.7911,19.587449999999997,3,1.13,0.04,1.09,14.0,expired_settlement,reconstructed,1032.12
1718280000,1718287200,SELL,call,68600,2024-06-14,503.08195,439.2855,3,0.19,0.04,0.15,2.0,stop_loss,reconstructed,1032.27
1718532000,1718596800,BUY,put,65650,2024-06-17,535.7577500000001,326.42400000000004,4,0.84,0.05,0.78,18.0,supertrend_reversal,reconstructed,1033.05
1718596800,1718604000,SELL,call,66950,2024-06-17,282.29145,291.9525,3,-0.03,0.04,-0.07,2.0,stop_loss,reconstructed,1032.98
1718676000,1718683200,SELL,call,66300,2024-06-19,496.05725,604.77885,3,-0.33,0.04,-0.37,2.0,stop_loss,reconstructed,1032.61
1718769600,1718884800,BUY,put,64350,2024-06-20,489.62955,6.9144,4,1.93,0.05,1.88,32.0,expired_settlement,reconstructed,1034.49
1718884800,1718892000,BUY,put,65000,2024-06-21,371.53299999999996,719.95185,4,-1.39,0.05,-1.45,2.0,stop_loss,reconstructed,1033.04
1718892000,1718971200,SELL,call,66300,2024-06-21,364.85654999999997,0.6834,3,1.09,0.04,1.05,22.0,expired_settlement,reconstructed,1034.09
1718971200,1718985600,SELL,call,65000,2024-06-22,350.6977,291.7917,3,0.18,0.04,0.14,4.0,stop_loss,reconstructed,1034.23
1719043200,1719144000,BUY,put,63700,2024-06-23,518.5641499999999,116.73075,4,1.61,0.05,1.56,28.0,expired_settlement,reconstructed,1035.79
1719144000,1719180000,BUY,put,63700,2024-06-24,524.7729499999999,587.85465,4,-0.25,0.05,-0.3,10.0,stop_loss,reconstructed,1035.49
1719180000,1719230400,SELL,call,64350,2024-06-24,443.6108,0.04546857325641868,3,1.33,0.04,1.29,14.0,expired_settlement,reconstructed,1036.78
1719230400,1719237600,SELL,call,61800,2024-06-25,554.5234499999999,662.04375,3,-0.32,0.04,-0.36,2.0,stop_loss,reconstructed,1036.42
1719280800,1719403200,BUY,put,59400,2024-06-26,436.64579999999995,1.9597499999999999,5,2.17,0.06,2.11,34.0,expired_settlement,reconstructed,1038.53
1719403200,1719424800,BUY,put,61200,2024-06-27,663.7247,681.2292,5,-0.09,0.06,-0.15,6.0,stop_loss,reconstructed,1038.38
1719432000,1719489600,SELL,call,61800,2024-06-27,339.14575,120.198,3,0.66,0.04,0.62,16.0,expired_settlement,reconstructed,1039.0
1719489600,1719496800,SELL,call,61800,2024-06-28,516.9422999999999,865.61655,3,-1.05,0.04,-1.08,2.0,stop_loss,reconstructed,1037.92
1719496800,1719504000,BUY,put,60600,2024-06-28,251.86435,340.06185,5,-0.44,0.06,-0.5,2.0,stop_loss,reconstructed,1037.42
1719590400,1719648000,SELL,call,61800,2024-06-29,415.0941,171.3525,3,0.73,0.04,0.69,16.0,supertrend_reversal,reconstructed,1038.11
1719648000,1719748800,BUY,put,60000,2024-06-30,393.59215,9.8088,5,1.92,0.06,1.86,28.0,expired_settlement,reconstructed,1039.97
1719748800,1719835200,BUY,put,61200,2024-07-01,605.557,14.81139089606572,5,2.95,0.06,2.89,24.0,expired_settlement,reconstructed,1042.86
1719835200,1719842400,SELL,call,63700,2024-07-02,390.54744999999997,377.64885,3,0.04,0.04,0.0,2.0,stop_loss,reconstructed,1042.86
1719907200,1719928800,SELL,call,63700,2024-07-03,425.78040000000004,361.7799,3,0.19,0.04,0.15,6.0,stop_loss,reconstructed,1043.01
1720137600,1720195200,SELL,call,58850,2024-07-06,255.58565000000002,81.1035,4,0.7,0.05,0.65,16.0,supertrend_reversal,reconstructed,1043.66
1720224000,1720231200,BUY,put,55000,2024-07-07,269.69475,355.167,5,-0.43,0.06,-0.48,2.0,stop_loss,reconstructed,1043.18
1720519200,1720612800,BUY,put,56400,2024-07-10,298.80845,1.0251000000000001,5,1.49,0.06,1.43,26.0,expired_settlement,reconstructed,1044.61
1720612800,1720620000,BUY,put,58200,2024-07-11,604.2634999999999,957.85545,5,-1.77,0.06,-1.83,2.0,supertrend_reversal,reconstructed,1042.78
1720627200,1720634400,SELL,call,58800,2024-07-11,268.1326,236.37599999999998,4,0.13,0.05,0.08,2.0,stop_loss,reconstructed,1042.86
1720699200,1720706400,BUY,put,57600,2024-07-12,293.73395,336.12225,5,-0.21,0.06,-0.27,2.0,stop_loss,reconstructed,1042.59
1721397600,1721476800,BUY,put,63700,2024-07-20,272.0728,0.25125,5,1.36,0.06,1.3,22.0,expired_settlement,reconstructed,1043.89
1721476800,1721484000,BUY,put,66300,2024-07-20,283.9929,191.5731,4,0.37,0.05,0.32,2.0,expired_settlement,reconstructed,1044.21
1721484000,1721563200,BUY,put,66300,2024-07-21,703.07695,149.60430000000002,4,2.21,0.05,2.16,22.0,expired_settlement,reconstructed,1046.37
1721563200,1721592000,BUY,put,66300,2024-07-22,589.16935,302.103,4,1.15,0.05,1.1,8.0,stop_loss,reconstructed,1047.47
1721656800,1721678400,SELL,call,68250,2024-07-23,379.1547,725.18603660969,3,-1.04,0.04,-1.08,6.0,supertrend_reversal,reconstructed,1046.39
1721685600,1721714400,BUY,put,67200,2024-07-23,434.47670000000005,1010.1282391418038,4,-2.3,0.05,-2.36,8.0,supertrend_reversal,reconstructed,1044.03
1721714400,1721721600,SELL,call,68250,2024-07-24,295.36575000000005,310.4445,3,-0.05,0.04,-0.09,2.0,stop_loss,reconstructed,1043.94
1722124800,1722132000,SELL,call,69300,2024-07-29,481.58,518.7609,3,-0.11,0.04,-0.15,2.0,stop_loss,reconstructed,1043.79
1722218400,1722254400,BUY,put,67900,2024-07-29,360.2497,14.602649999999999,4,1.38,0.05,1.33,10.0,expired_settlement,reconstructed,1045.12
1722254400,1722261600,BUY,put,68600,2024-07-30,473.421,551.8153500000001,4,-0.31,0.05,-0.37,2.0,stop_loss,reconstructed,1044.75
1722268800,1722340800,SELL,call,69300,2024-07-30,347.056,0.4807335846267453,3,1.04,0.04,1.0,20.0,expired_settlement,reconstructed,1045.75
1722340800,1722348000,SELL,call,67600,2024-07-31,433.7802,356.3328,3,0.23,0.04,0.19,2.0,stop_loss,reconstructed,1045.94
1723730400,1723744800,BUY,put,58200,2024-08-16,263.3367,387.14610000000005,5,-0.62,0.06,-0.68,4.0,stop_loss,reconstructed,1045.26
1723788000,1723816800,BUY,put,57000,2024-08-17,343.31480000000005,233.16,5,0.55,0.06,0.49,8.0,stop_loss,reconstructed,1045.75
1724025600,1724090400,SELL,call,60000,2024-08-20,314.221,295.9926,4,0.07,0.05,0.02,18.0,stop_loss,reconstructed,1045.77
1724090400,1724097600,BUY,put,58200,2024-08-20,334.96675,330.0219,5,0.02,0.06,-0.03,2.0,stop_loss,reconstructed,1045.74
1724248800,1724256000,BUY,put,58800,2024-08-22,299.16665,403.78889999999996,5,-0.52,0.06,-0.58,2.0,stop_loss,reconstructed,1045.16
1724349600,1724356800,SELL,call,61200,2024-08-23,289.15695,304.4547,3,-0.05,0.04,-0.08,2.0,stop_loss,reconstructed,1045.08
1724428800,1724500800,BUY,put,60600,2024-08-24,349.2848,0.011574190578944257,5,1.75,0.06,1.69,20.0,expired_settlement,reconstructed,1046.77
1724500800,1724587200,BUY,put,63050,2024-08-25,448.7251,80.8824,5,1.84,0.06,1.78,24.0,expired_settlement,reconstructed,1048.55
1724587200,1724659200,BUY,put,63050,2024-08-26,458.16765000000004,226.52700000000002,5,1.16,0.06,1.1,20.0,supertrend_reversal,reconstructed,1049.65
1724659200,1724673600,SELL,call,64350,2024-08-27,551.9663,590.06565,3,-0.11,0.04,-0.15,4.0,stop_loss,reconstructed,1049.5
1724932800,1724961600,BUY,put,58800,2024-08-30,285.3262,443.5668,5,-0.79,0.06,-0.85,8.0,stop_loss,reconstructed,1048.65
1725271200,1725364800,BUY,put,57000,2024-09-03,255.18765000000002,1.25625,5,1.27,0.06,1.21,26.0,expired_settlement,reconstructed,1049.86
1725364800,1725372000,BUY,put,58800,2024-09-04,623.03915,945.6045,5,-1.61,0.06,-1.67,2.0,stop_loss,reconstructed,1048.19
1725372000,1725451200,SELL,call,59400,2024-09-04,328.14105,0.0402,4,1.31,0.05,1.26,22.0,expired_settlement,reconstructed,1049.45
1725451200,1725465600,SELL,call,57200,2024-09-05,446.51619999999997,1247.6198761275682,4,-3.2,0.05,-3.25,4.0,supertrend_reversal,reconstructed,1046.2
1725472800,1725508800,BUY,put,57000,2024-09-05,303.7138,435.9843239037631,5,-0.66,0.06,-0.72,10.0,supertrend_reversal,reconstructed,1045.48
1725508800,1725624000,SELL,call,58300,2024-09-06,366.83660000000003,0.39195,4,1.47,0.05,1.42,32.0,expired_settlement,reconstructed,1046.9
1725624000,1725631200,SELL,call,56650,2024-09-07,434.52644999999995,381.22665,4,0.21,0.05,0.17,2.0,stop_loss,reconstructed,1047.07
1725840000,1725969600,BUY,put,53900,2024-09-10,426.46695,0.0,5,2.13,0.05,2.08,36.0,expired_settlement,reconstructed,1049.15
1725969600,1725976800,BUY,put,56650,2024-09-11,474.95329999999996,661.4106,5,-0.93,0.06,-0.99,2.0,stop_loss,reconstructed,1048.16
1726020000,1726027200,SELL,call,58300,2024-09-12,280.54025,286.5858,4,-0.02,0.05,-0.07,2.0,stop_loss,reconstructed,1048.09
1726444800,1726560000,SELL,call,60000,2024-09-17,528.345,58.129200000000004,3,1.41,0.04,1.37,32.0,supertrend_reversal,reconstructed,1049.46
1726560000,1726603200,BUY,put,57600,2024-09-18,359.42385,50.229899999999994,5,1.55,0.06,1.49,12.0,supertrend_reversal,reconstructed,1050.95
1726610400,1726660800,SELL,call,61200,2024-09-18,283.64465,18.54225,3,0.8,0.04,0.76,14.0,expired_settlement,reconstructed,1051.71
1726660800,1726668000,SELL,call,60600,2024-09-19,446.4963,317.77094999999997,3,0.39,0.04,0.35,2.0,stop_loss,reconstructed,1052.06
1726704000,1726833600,BUY,put,60000,2024-09-20,295.06725,0.004938922021032429,5,1.48,0.06,1.42,36.0,expired_settlement,reconstructed,1053.48
1726833600,1726840800,BUY,put,63050,2024-09-21,621.28795,886.1286,4,-1.06,0.05,-1.11,2.0,stop_loss,reconstructed,1052.37
1726840800,1726848000,SELL,call,63700,2024-09-21,421.14369999999997,505.68585,3,-0.25,0.04,-0.29,2.0,stop_loss,reconstructed,1052.08
1727049600,1727056800,BUY,put,62400,2024-09-24,476.94329999999997,389.40735,5,0.44,0.06,0.38,2.0,stop_loss,reconstructed,1052.46
1727100000,1727107200,SELL,call,64350,2024-09-24,332.89715,448.01895,3,-0.35,0.04,-0.38,2.0,stop_loss,reconstructed,1052.08
1727200800,1727265600,BUY,put,63050,2024-09-25,414.3379,88.68119999999999,5,1.63,0.06,1.57,18.0,expired_settlement,reconstructed,1053.65
1727265600,1727272800,BUY,put,63700,2024-09-25,286.0028,253.65195,5,0.16,0.06,0.1,2.0,stop_loss,reconstructed,1053.75
1727280000,1727337600,SELL,call,64350,2024-09-26,402.776,253.87305,3,0.45,0.04,0.41,16.0,supertrend_reversal,reconstructed,1054.16
1727337600,1727438400,BUY,put,63050,2024-09-27,519.7482,0.9648,5,2.59,0.06,2.53,28.0,expired_settlement,reconstructed,1056.69
1727438400,1727524800,BUY,put,65000,2024-09-28,628.2032,95.50515,4,2.13,0.05,2.08,24.0,expired_settlement,reconstructed,1058.77
1727524800,1727532000,BUY,put,65000,2024-09-29,495.13190000000003,568.83,4,-0.29,0.05,-0.35,2.0,stop_loss,reconstructed,1058.42
1727661600,1727697600,SELL,call,65650,2024-09-30,259.13779999999997,6.6129,3,0.76,0.04,0.72,10.0,expired_settlement,reconstructed,1059.14
