timestamp,equity
1705060800,1001.25
1705147200,1002.81
1705233600,1004.37
1705320000,1005.93
1705406400,1008.33
1705492800,1010.07
1705579200,1011.55
1705665600,1014.14
1705752000,1015.57
1705838400,1017.0
1705924800,1018.43
1706011200,1020.98
1706076000,1019.03
1706184000,1021.76
1706270400,1023.7
1706356800,1026.89
1706443200,1028.91
1706515200,1030.14
1706536800,1029.63
1706616000,1031.39
1706688000,1033.71
1706788800,1036.14
1706803200,1035.52
1706868000,1037.85
1706889600,1037.46
1706896800,1036.76
1707120000,1037.73
1707148800,1036.75
1707220800,1036.28
1707753600,1031.32
1708495200,1031.01
1708509600,1028.59
1708516800,1028.81
1708603200,1030.39
1708610400,1029.34
1708617600,1028.76
1708862400,1030.4
1708934400,1030.94
1708963200,1028.0
1709035200,1029.81
1709121600,1031.35
1709208000,1033.38
1709229600,1029.2
1709258400,1029.16
1709553600,1030.83
1709560800,1030.67
1710129600,1030.48
1710273600,1030.23
1710417600,1031.46
1710424800,1029.64
1710432000,1030.13
1710475200,1023.63
1710547200,1022.35
1710554400,1022.27
1711238400,1021.08
1711699200,1021.77
1711713600,1021.55
1711951200,1019.57
1711958400,1019.2
1712145600,1019.91
1712152800,1020.32
1712160000,1020.3
1712296800,1020.77
1712332800,1019.58
1712404800,1020.66
1712491200,1023.11
1712577600,1025.22
1712584800,1024.62
1712750400,1026.3
1712772000,1026.21
1713009600,1027.11
1713074400,1028.55
1713153600,1028.4
1714305600,1027.81
1714406400,1027.42
1714420800,1027.53
1714564800,1028.68
1714572000,1029.32
1715011200,1029.53
1715544000,1029.3
1715767200,1029.83
1715860800,1031.95
1715868000,1031.73
1715889600,1031.62
1715954400,1031.35
1716156000,1031.15
1716192000,1030.69
1716314400,1030.67
1716573600,1031.24
1716775200,1030.7
1716847200,1030.28
1716969600,1028.96
1716991200,1028.86
1717084800,1028.82
1717156800,1028.45
1717336800,1028.37
1717466400,1027.91
1717588800,1029.28
1717596000,1028.96
1717711200,1028.75
1717761600,1029.6
1717768800,1029.4
1718049600,1028.68
1718107200,1029.83
1718114400,1029.93
1718193600,1031.01
1718222400,1031.03
1718280000,1032.12
1718287200,1032.27
1718596800,1033.05
1718604000,1032.98
1718683200,1032.61
1718884800,1034.49
1718892000,1033.04
1718971200,1034.09
1718985600,1034.23
1719144000,1035.79
1719180000,1035.49
1719230400,1036.78
1719237600,1036.42
1719403200,1038.53
1719424800,1038.38
1719489600,1039.0
1719496800,1037.92
1719504000,1037.42
1719648000,1038.11
1719748800,1039.97
1719835200,1042.86
1719842400,1042.86
1719928800,1043.01
1720195200,1043.66
1720231200,1043.18
1720612800,1044.61
1720620000,1042.78
1720634400,1042.86
1720706400,1042.59
1721476800,1043.89
1721484000,1044.21
1721563200,1046.37
1721592000,1047.47
1721678400,1046.39
1721714400,1044.03
1721721600,1043.94
1722132000,1043.79
1722254400,1045.12
1722261600,1044.75
1722340800,1045.75
1722348000,1045.94
1723744800,1045.26
1723816800,1045.75
1724090400,1045.77
1724097600,1045.74
1724256000,1045.16
1724356800,1045.08
1724500800,1046.77
1724587200,1048.55
1724659200,1049.65
1724673600,1049.5
1724961600,1048.65
1725364800,1049.86
1725372000,1048.19
1725451200,1049.45
1725465600,1046.2
1725508800,1045.48
1725624000,1046.9
1725631200,1047.07
1725969600,1049.15
1725976800,1048.16
1726027200,1048.09
1726560000,1049.46
1726603200,1050.95
1726660800,1051.71
1726668000,1052.06
1726833600,1053.48
1726840800,1052.37
1726848000,1052.08
1727056800,1052.46
1727107200,1052.08
1727265600,1053.65
1727272800,1053.75
1727337600,1054.16
1727438400,1056.69
1727524800,1058.77
1727532000,1058.42
1727697600,1059.14
1727704800,1059.09
1727791200,1056.92
1727870400,1058.16
1727884800,1057.33
1728057600,1058.34
1728475200,1059.49
1728561600,1060.81
1728604800,1062.01
1728734400,1064.53
1728820800,1065.9
1728878400,1063.38
1728885600,1062.99
1729598400,1064.74
1729684800,1066.72
1729692000,1066.25
1729857600,1068.44
1729864800,1068.76
1729893600,1068.51
1730116800,1070.53
1730203200,1072.49
1730210400,1072.98
1730304000,1073.03
1730721600,1074.3
1730728800,1074.31
1730736000,1074.6
1730786400,1074.37
1730836800,1075.12
1730851200,1074.95
1730980800,1076.37
1731067200,1079.04
1731153600,1081.05
1731175200,1080.94
1731888000,1080.6
1731931200,1080.57
1731938400,1081.0
1732492800,1081.05
1732536000,1081.75
1732550400,1078.75
1732557600,1079.11
1732701600,1078.96
1732824000,1078.85
1732860000,1078.63
1732989600,1078.47
1733112000,1078.3
1733119200,1078.41
1733162400,1075.68
1733256000,1075.43
1733572800,1077.15
1733580000,1077.13
1733587200,1077.71
1733659200,1079.33
1733716800,1079.72
1733731200,1079.5
1733846400,1077.46
1733868000,1076.95
1734004800,1078.38
1734012000,1079.11
1734033600,1077.4
1734040800,1077.3
1734120000,1077.18
1734364800,1075.34
1734436800,1076.47
1734444000,1077.0
1734451200,1076.37
1734523200,1076.9
1734530400,1077.45
1734537600,1077.77
1734609600,1079.59
1734616800,1079.26
1734854400,1079.24
1735214400,1079.13
1735668000,1079.52
